Name,ID,Category,Sub-Category,Quantity,Sale Price,Tax,Total Price,Buy Cost,Profit,Expiration Date
jNIFWEkPNwNroGIgEUJzpHcoocbReZ,252,NonPerishable,-1,965,4728.91,0.1,4729.01,2281.2,2447.72,-1
WVddykJScOGnqMDyogUyBijvghHvBcde,253,NonPerishable,-1,75,9224.73,0.1,9224.83,1732.35,7492.39,-1
cqiUnzjjrfGiOeHx,254,NonPerishable,-1,632,8159.66,0.1,8159.76,1079.62,7080.05,-1
rXUZaxVOERejoM,255,NonPerishable,-1,367,4010.99,0.1,4011.09,1453.94,2557.05,-1
aAlbtVYMVYtLg,256,NonPerishable,-1,619,6573.92,0.1,6574.02,2287.81,4286.11,-1
gLBb,257,NonPerishable,-1,997,5064.67,0.1,5064.77,2033.07,3031.6,-1
mkMVxUDiPFxkTYAudvzgzKB,258,NonPerishable,-1,980,7760.13,0.1,7760.23,1374,6386.13,-1
bukUTRmYNzjpMGzz,259,NonPerishable,-1,369,8030.24,0.1,8030.34,3521.05,4509.19,-1
XKYJcpuyHjo,260,NonPerishable,-1,740,6215.48,0.1,6215.58,2242.63,3972.85,-1
mSKkEEEsgOty,261,NonPerishable,-1,109,5366.83,0.1,5366.93,619.813,4747.02,-1
kycpRUrohCrg,262,NonPerishable,-1,382,5314.9,0.1,5315,1915.43,3399.47,-1
ttTBwzACphEPVHkXzLz,263,NonPerishable,-1,711,4153.33,0.1,4153.43,1777.25,2376.08,-1
JkuAxiliRrYGgtWtbT,264,NonPerishable,-1,456,5730.17,0.1,5730.27,631.498,5098.67,-1
OKRtgUsPSZrNmyXjamo,265,NonPerishable,-1,371,3955.97,0.1,3956.07,994.044,2961.92,-1
IDjIIOtcjQHkFSTiVGurGzQyxdIXDgz,266,NonPerishable,-1,220,1762.46,0.1,1762.56,647.474,1114.99,-1
VRMQROp,267,NonPerishable,-1,880,3255.23,0.1,3255.33,1601.34,1653.89,-1
fCDTFaxray,268,NonPerishable,-1,499,7613.37,0.1,7613.47,3685.63,3927.74,-1
aulDve,269,NonPerishable,-1,532,9278.96,0.1,9279.06,2013,7265.95,-1
IhLAzPsaLJsEKZHaqaNjKzUA,270,NonPerishable,-1,240,5967.73,0.1,5967.83,1751.28,4216.45,-1
VuSvMZKzGZNlEhZJCuci,271,NonPerishable,-1,154,411.44,0.1,411.54,30.9094,380.53,-1
GNuYRAWrIPSFxcfidPzkt,272,NonPerishable,-1,414,4410.68,0.1,4410.78,1460.15,2950.53,-1
CwwtEQNglGXTALB,273,NonPerishable,-1,132,6088.3,0.1,6088.4,2501.18,3587.13,-1
oPcjyWfIIC,274,NonPerishable,-1,310,1821.57,0.1,1821.67,665.501,1156.07,-1
TLqYvNcyvgWSpqK,275,NonPerishable,-1,72,2696.22,0.1,2696.32,1296.8,1399.43,-1
zPUNOKqXCTeQufb,276,NonPerishable,-1,200,7025.1,0.1,7025.2,341.99,6683.11,-1
pebWLVUCKchFahfgjLvzWomQf,277,NonPerishable,-1,136,7406.76,0.1,7406.86,3593.01,3813.75,-1
ASUJhQaOOfuTDSOcfZWMVE,278,NonPerishable,-1,224,6296.78,0.1,6296.88,2306.87,3989.91,-1
PPTuMW,279,NonPerishable,-1,68,6103.22,0.1,6103.32,1942.59,4160.63,-1
bdFFSe,280,NonPerishable,-1,497,6875.54,0.1,6875.64,1111.41,5764.13,-1
iqNURX,281,NonPerishable,-1,830,3879.57,0.1,3879.67,512.481,3367.09,-1
emSkanpMdHEIaDsqzpUjAedecj,282,NonPerishable,-1,122,6361.51,0.1,6361.61,2566.74,3794.78,-1
ftfUsPQ,283,NonPerishable,-1,324,6382.8,0.1,6382.9,367.355,6015.44,-1
oLTTvxhOpYyeYJU,284,NonPerishable,-1,214,7398.39,0.1,7398.49,2863.94,4534.45,-1
aGteQMipZkXWtFSTHnKtY,285,NonPerishable,-1,441,9808.95,0.1,9809.05,804.09,9004.86,-1
PRNzCZhvwQAu,286,NonPerishable,-1,311,1842.04,0.1,1842.14,207.79,1634.25,-1
mHhyuqmRnPq,287,NonPerishable,-1,208,2063.18,0.1,2063.28,225.48,1837.7,-1
jmX,288,NonPerishable,-1,358,1356.22,0.1,1356.32,487.607,868.615,-1
TCjLwxrjeDittOC,289,NonPerishable,-1,347,7378.65,0.1,7378.75,2745.59,4633.07,-1
hhZcoTgduaQWcbo,290,NonPerishable,-1,233,96.3816,0.1,96.4816,2.04057,94.341,-1
Rmd,291,NonPerishable,-1,430,5637.51,0.1,5637.61,719.197,4918.32,-1
xScDnkhHlTRjWUgJznQHPE,292,NonPerishable,-1,538,4406.71,0.1,4406.81,1521.15,2885.56,-1
Q,293,NonPerishable,-1,104,2036.51,0.1,2036.61,457.356,1579.16,-1
DxbqdjBeauNHxkDIGA,294,NonPerishable,-1,148,178.35,0.1,178.45,54.9907,123.359,-1
prDlJJKcqECeYBSuVwXeHi,295,NonPerishable,-1,841,3948.69,0.1,3948.79,1713.98,2234.71,-1
keJIhyXfV,296,NonPerishable,-1,278,2378.46,0.1,2378.56,250.659,2127.8,-1
VTKVYytWX,297,NonPerishable,-1,962,7967.37,0.1,7967.47,1586.11,6381.26,-1
UzpQkIKtt,298,NonPerishable,-1,572,1290.89,0.1,1290.99,99.2035,1191.68,-1
erYsVDMSjGwqVx,299,NonPerishable,-1,631,3181.55,0.1,3181.65,597.517,2584.04,-1
BRKsMmTNVR,300,NonPerishable,-1,989,5026.56,0.1,5026.66,2283.04,2743.52,-1
lRUVNGrsTopeTwFhxhT,301,NonPerishable,-1,413,2690.75,0.1,2690.85,964.873,1725.88,-1
axrFcsltXMEPkCHSnTbSJDhuxYQb,302,NonPerishable,-1,409,4089.88,0.1,4089.98,342.448,3747.44,-1
wMwzzsBODGTzQcI,303,NonPerishable,-1,111,323.748,0.1,323.848,109.235,214.513,-1
LXlKUEdTdaWH,304,NonPerishable,-1,44,9341.48,0.1,9341.58,1379.52,7961.96,-1
JsAfBoDlZNBrsUd,305,NonPerishable,-1,589,4387.1,0.1,4387.2,973.584,3413.52,-1
nHZijhvVqwBPlyzA,306,NonPerishable,-1,735,8202.24,0.1,8202.34,2452.3,5749.95,-1
kRrvNzEjSEYKHEIzKtJONIzKSj,307,NonPerishable,-1,537,5455.67,0.1,5455.77,2125.49,3330.18,-1
fIeoJyGs,308,NonPerishable,-1,960,3996.11,0.1,3996.21,918.913,3077.19,-1
QMuUHNDBLlMuMagway,309,NonPerishable,-1,124,479.01,0.1,479.11,17.0256,461.985,-1
qLTBiAxYaZWrWOv,310,NonPerishable,-1,650,1830.74,0.1,1830.84,245.46,1585.28,-1
YEfXbKdPBZVTQmP,311,NonPerishable,-1,661,3631.66,0.1,3631.76,1077.68,2553.99,-1
nFXmqTbr,312,NonPerishable,-1,293,7456.98,0.1,7457.08,3440.84,4016.13,-1
yhcktebNBRCQNGKHO,313,NonPerishable,-1,588,539.276,0.1,539.376,237.061,302.215,-1
nVpBgGBQx,314,NonPerishable,-1,203,4680.92,0.1,4681.02,1971.59,2709.33,-1
qFZikTNnaYEwFohijxyFkZBw,315,NonPerishable,-1,196,7600.06,0.1,7600.16,2183.13,5416.93,-1
czX,316,NonPerishable,-1,417,3435.92,0.1,3436.02,1591.55,1844.38,-1
XXf,317,NonPerishable,-1,669,3234.42,0.1,3234.52,171.774,3062.65,-1
ArMWUGiUQmCTMDDTFyqCRcJcVJu,318,NonPerishable,-1,310,2713.32,0.1,2713.42,304.057,2409.27,-1
q,319,NonPerishable,-1,999,9829.39,0.1,9829.49,2481.62,7347.76,-1
ccBZVvqmEy,320,NonPerishable,-1,913,7860.83,0.1,7860.93,1785.98,6074.85,-1
Kx,321,NonPerishable,-1,325,733.205,0.1,733.305,2.56921,730.636,-1
uAdWofU,322,NonPerishable,-1,922,2172.83,0.1,2172.93,713.508,1459.32,-1
TCOBpw,323,NonPerishable,-1,22,3267.09,0.1,3267.19,1021.36,2245.73,-1
FeScHjKvSbiuXtjAqAmshDcyEyNlR,324,NonPerishable,-1,733,5234.51,0.1,5234.61,2445.16,2789.35,-1
YgQvWWvstJluIQTXMmQpBRFUAd,325,NonPerishable,-1,719,8202.33,0.1,8202.43,3298.41,4903.92,-1
RYIDu,326,NonPerishable,-1,360,3537.1,0.1,3537.2,1228.89,2308.21,-1
Qa,327,NonPerishable,-1,935,8162.38,0.1,8162.48,2403.6,5758.78,-1
SZWCWXGEm,328,NonPerishable,-1,260,8346.25,0.1,8346.35,706.521,7639.73,-1
GUJdvAoExtySGNDoLMjhqhlZoPytPkjs,329,NonPerishable,-1,923,8591.75,0.1,8591.85,1421.69,7170.06,-1
MtyfVaAiAvDORfhCJGpzjpNsrmwTp,330,NonPerishable,-1,827,6111.01,0.1,6111.11,1791.49,4319.52,-1
xUbjSINglVxVLYfMNxOPLF,331,NonPerishable,-1,168,2624.8,0.1,2624.9,515.103,2109.69,-1
TlDShCQ,332,NonPerishable,-1,167,7435.38,0.1,7435.48,801.102,6634.28,-1
kghAulryOD,333,NonPerishable,-1,223,9161.14,0.1,9161.24,2956.24,6204.9,-1
lgOC,334,NonPerishable,-1,276,1443.99,0.1,1444.09,150.276,1293.72,-1
cFBD,335,NonPerishable,-1,640,4424.12,0.1,4424.22,591.128,3832.99,-1
DvQKkSxkLclz,336,NonPerishable,-1,726,7042.57,0.1,7042.67,2022.7,5019.87,-1
AKdnjbqpTzGqhOltKFmUvWJt,337,NonPerishable,-1,700,886.574,0.1,886.674,396.247,490.327,-1
eKE,338,NonPerishable,-1,732,3007.02,0.1,3007.12,1322.23,1684.79,-1
tHLEYyowPIcJEztQcfvdR,339,NonPerishable,-1,251,7123.07,0.1,7123.17,275.72,6847.35,-1
tPTCOfr,340,NonPerishable,-1,315,7280.23,0.1,7280.33,3504.74,3775.49,-1
XdFpQfXRpChImUucqRQpobVEur,341,NonPerishable,-1,71,4807.91,0.1,4808.01,106.46,4701.45,-1
cwHXUAkIPYbCGY,342,NonPerishable,-1,454,7818.45,0.1,7818.55,162.52,7655.93,-1
lSGAONK,343,NonPerishable,-1,687,6437.33,0.1,6437.43,1858.56,4578.77,-1
AbKLmMMnOKrmqoBCSoPhCKhnernwl,344,NonPerishable,-1,80,7940.55,0.1,7940.65,659.141,7281.41,-1
lWgbcEJLgUepWH,345,NonPerishable,-1,820,5464.92,0.1,5465.02,453.528,5011.39,-1
IuKhX,346,NonPerishable,-1,901,7880.6,0.1,7880.7,1688.1,6192.5,-1
ngJmHmaQNejWZUprqjfCjMhBflj,347,NonPerishable,-1,556,6849.79,0.1,6849.89,1486.37,5363.42,-1
DddYQOFwjKOawWss,348,NonPerishable,-1,89,2440.67,0.1,2440.77,878.872,1561.8,-1
VhKqAOGSeZhD,349,NonPerishable,-1,743,7914.14,0.1,7914.24,1229.54,6684.6,-1
gPjATlWhGSfYvwowtmMVej,350,Perishable,-1,504,2901.48,0.1,2901.58,1197.55,1703.93,1/18/2028
DdbikgZM,351,Perishable,-1,69,1073.46,0.1,1073.56,23.5573,1049.9,10/6/2031
tvvuSeVjQJefgU,352,Perishable,-1,433,7898.8,0.1,7898.9,1347.35,6551.45,8/5/2035
RVj,353,Perishable,-1,855,7312.28,0.1,7312.38,3075.72,4236.56,12/13/2027
mZIyywPKqwrLKMHRVfFeiBzkvm,354,Perishable,-1,689,4748.84,0.1,4748.94,1937.52,2811.32,6/2/2033
Yr,355,Perishable,-1,694,1245.1,0.1,1245.2,110.498,1134.61,9/11/2030
zoUoaSUklXtWuZ,356,Perishable,-1,746,4634.72,0.1,4634.82,1078.66,3556.06,12/14/2032
luzdHfeIP,357,Perishable,-1,45,5690.27,0.1,5690.37,2357.77,3332.5,2/3/2024
mi,358,Perishable,-1,31,5853.71,0.1,5853.81,2063.66,3790.04,6/13/2033
geJPjRzPueIMoPqvZPDM,359,Perishable,-1,607,2980.08,0.1,2980.18,648.841,2331.24,11/19/2028
IxEI,360,Perishable,-1,366,7712.32,0.1,7712.42,2966.11,4746.21,4/15/2033
acXTItFSLgOB,361,Perishable,-1,159,4627.22,0.1,4627.32,1410.93,3216.29,5/18/2031
YfxHcaZQVaWBqTEl,362,Perishable,-1,521,8510.45,0.1,8510.55,2458.15,6052.3,1/9/2023
eSNpB,363,Perishable,-1,560,4099.87,0.1,4099.97,59.8078,4040.06,6/15/2033
kMXyv,364,Perishable,-1,303,6991.26,0.1,6991.36,2791.66,4199.6,4/28/2035
vFWEldjqoTHwcPWbvUZ,365,Perishable,-1,673,1302.64,0.1,1302.74,460.966,841.673,7/19/2027
ymlxvsJubaopXbmeDtHStqPeHEVX,366,Perishable,-1,172,9782.67,0.1,9782.77,4230.31,5552.36,3/13/2031
RBkoJcylklLv,367,Perishable,-1,783,2444.81,0.1,2444.91,897.576,1547.23,10/14/2029
VCiwYumrBTCxHGfIjcIOXlmnAsjbD,368,Perishable,-1,135,9131.49,0.1,9131.59,1363.17,7768.32,8/25/2024
WzQJCYlPVdx,369,Perishable,-1,778,1736.43,0.1,1736.53,19.2453,1717.19,12/16/2027
TEmGdAjOhQYX,370,Perishable,-1,514,1199.56,0.1,1199.66,13.6063,1185.95,5/1/2028
uQgVJjyHIjopOmAczEV,371,Perishable,-1,983,2577.3,0.1,2577.4,720.982,1856.32,4/23/2035
PmarUCbvIWARSNhFNnekbfEEZ,372,Perishable,-1,68,5249.97,0.1,5250.07,731.561,4518.41,8/8/2027
aAlKguKErJ,373,Perishable,-1,910,2763.62,0.1,2763.72,783.701,1979.92,7/9/2026
vNolWaJvNyHsNaTJkoNHohItEonJ,374,Perishable,-1,425,6895.67,0.1,6895.77,1625.15,5270.51,6/13/2029
Hlx,375,Perishable,-1,33,2487.38,0.1,2487.48,569.216,1918.17,1/8/2033
VFAOTy,376,Perishable,-1,414,5105.25,0.1,5105.35,1308.14,3797.12,5/2/2034
yxCvQarTVRgljzMANPKPQ,377,Perishable,-1,590,8733.98,0.1,8734.08,2373.55,6360.43,11/16/2033
VzcLhWNREeFXCD,378,Perishable,-1,732,2577.79,0.1,2577.89,895.176,1682.61,10/1/2029
AXgAWDUcFHSQOyUbSBRUEccvFg,379,Perishable,-1,84,8346.9,0.1,8347,2974.16,5372.74,6/28/2032
fWNrEmUakxgKYONbCvbGPdAmSmNCoriA,380,Perishable,-1,827,1517.72,0.1,1517.82,305.989,1211.73,5/25/2034
qIXVO,381,Perishable,-1,918,1262.82,0.1,1262.92,422.169,840.656,3/12/2033
XyZOmUvGofgrkMPHNpYMXexLs,382,Perishable,-1,630,4890.44,0.1,4890.54,850.314,4040.12,5/6/2026
kyPRCdPJxdgZgsdDuzAnFUscBUbO,383,Perishable,-1,164,361.465,0.1,361.565,38.0684,323.397,6/3/2025
arMNZVsyZgnXfmMmfbrkhuvMhlBki,384,Perishable,-1,47,4546.04,0.1,4546.14,719.691,3826.35,12/27/2030
LnSAwdQEsMmDOyKkR,385,Perishable,-1,417,244.408,0.1,244.508,82.2188,162.189,10/12/2024
jxcaGlreNKQawgprTwPoMOlaByvH,386,Perishable,-1,659,8087.49,0.1,8087.59,1957.8,6129.68,5/2/2029
GsmDcLXZ,387,Perishable,-1,771,5104.69,0.1,5104.79,2421.85,2682.84,5/4/2024
BoBjYMiduKRwheodyCr,388,Perishable,-1,255,3267.12,0.1,3267.22,321.822,2945.3,5/25/2031
qVPokCrAjFZgTlZTfHgWPfKmWhm,389,Perishable,-1,189,9847.11,0.1,9847.21,366.167,9480.94,9/11/2035
hZrSDZr,390,Perishable,-1,637,673.591,0.1,673.691,240.451,433.14,2/6/2032
YbnGqtxPYbTLgOJLpmdwTQYs,391,Perishable,-1,504,1707.32,0.1,1707.42,567.594,1139.73,5/20/2029
qyNlScqaYusckzIkDronetyJIrOIwuq,392,Perishable,-1,10,229.016,0.1,229.116,86.3293,142.687,4/10/2032
yCLXtbjKUd,393,Perishable,-1,764,4572.17,0.1,4572.27,651.808,3920.36,7/11/2029
vIDllLRnCTMHmRSppUOBzKtjb,394,Perishable,-1,117,244.837,0.1,244.937,61.986,182.851,1/21/2030
mNHPRGsvXedOqArikkJIP,395,Perishable,-1,994,9226.76,0.1,9226.86,2438.39,6788.37,8/9/2023
LylM,396,Perishable,-1,88,6429.99,0.1,6430.09,2877.37,3552.62,1/15/2028
FMqJkzPIVhqqcdScDshgoqTV,397,Perishable,-1,995,2733.29,0.1,2733.39,249.109,2484.18,6/19/2028
XM,398,Perishable,-1,579,5328.23,0.1,5328.33,2510.91,2817.32,12/3/2032
tzXkNRvcpn,399,Perishable,-1,571,5438,0.1,5438.1,1160.69,4277.31,2/23/2033
GCe,400,Perishable,-1,863,315.836,0.1,315.936,11.8477,303.988,4/8/2030
DBVugHtmSwpXsqzos,401,Perishable,-1,592,6439.49,0.1,6439.59,1915.63,4523.86,6/3/2031
ZfyZIXbROrmJsinGxrkNNUspJnpUUBuP,402,Perishable,-1,139,6406.22,0.1,6406.32,588.58,5817.64,7/4/2024
lOQhXPU,403,Perishable,-1,946,8045.1,0.1,8045.2,3149.51,4895.58,4/15/2033
YexWKogGKBplKRfObfnRtardmcIwmsfm,404,Perishable,-1,885,2116.69,0.1,2116.79,709.747,1406.95,7/14/2033
bMmzkNbjGoxGZBcEoqa,405,Perishable,-1,744,4840.41,0.1,4840.51,1812.09,3028.32,11/3/2034
abPYmQclNiit,406,Perishable,-1,631,6730.87,0.1,6730.97,1582.63,5148.24,4/11/2031
qYgmrllTxDXKAr,407,Perishable,-1,63,7604.21,0.1,7604.31,2342.42,5261.79,5/16/2026
qvRPk,408,Perishable,-1,949,5108.53,0.1,5108.63,285.096,4823.44,9/26/2024
IeAg,409,Perishable,-1,800,614.739,0.1,614.839,307.013,307.726,1/18/2030
srLLJYBNMJBYIVcXoaRxPulHBzdedznO,410,Perishable,-1,571,8792.82,0.1,8792.92,728.439,8064.38,11/26/2034
ekTDcRrjafjcpNwhWkezkdlYq,411,Perishable,-1,604,5488.74,0.1,5488.84,659.458,4829.28,9/26/2026
kLvgldS,412,Perishable,-1,953,9511.45,0.1,9511.55,1029.6,8481.86,12/26/2035
RtK,413,Perishable,-1,153,9497.46,0.1,9497.56,3014.91,6482.55,6/6/2026
QPvQCCAzZhAXnAzlCgnA,414,Perishable,-1,398,6681.73,0.1,6681.83,1792.64,4889.1,1/25/2029
cRnLGGYTVwBhOqN,415,Perishable,-1,254,1748.85,0.1,1748.95,79.9183,1668.93,1/26/2029
m,416,Perishable,-1,235,1510.97,0.1,1511.07,329.82,1181.15,9/26/2026
mWMIz,417,Perishable,-1,881,9588.06,0.1,9588.16,1295.08,8292.98,11/22/2033
gbawymkLhlexwjXpFcZp,418,Perishable,-1,897,5233.14,0.1,5233.24,2558.55,2674.59,3/22/2026
IxvXF,419,Perishable,-1,997,8493.66,0.1,8493.76,155.569,8338.09,5/27/2035
VWTkWdS,420,Perishable,-1,484,3955.87,0.1,3955.97,794.148,3161.72,12/17/2029
RjRUYJWcWjrKDlP,421,Perishable,-1,362,1334.69,0.1,1334.79,41.1911,1293.5,11/22/2035
nldFChGheYhCGOFNlyeHJHlHrp,422,Perishable,-1,494,2638.74,0.1,2638.84,679.924,1958.82,3/4/2034
fdgbEgQ,423,Perishable,-1,849,8297.03,0.1,8297.13,1389.08,6907.95,8/26/2026
ruIwYVbUjNVBz,424,Perishable,-1,619,9879.91,0.1,9880.01,4214.88,5665.03,1/26/2023
FubuYYzlPupoU,425,Perishable,-1,182,7371.41,0.1,7371.51,2849.05,4522.36,12/24/2023
DdFFipvNIHsoCbHJXt,426,Perishable,-1,791,1479.14,0.1,1479.24,430.269,1048.87,11/1/2025
PagEdsQv,427,Perishable,-1,439,9377.62,0.1,9377.72,730.257,8647.37,8/3/2030
PiGPEFexOWunThor,428,Perishable,-1,933,2618.67,0.1,2618.77,1186.62,1432.05,9/20/2029
oTgZUwxOdYJkEOVbkwEkjoFasSHllMM,429,Perishable,-1,483,724.555,0.1,724.655,358.026,366.529,10/1/2033
OwshxDdVWqPVxxKwiPOWeALmNGtHUrB,430,Perishable,-1,179,6445.43,0.1,6445.53,1629.1,4816.34,10/2/2025
UBucCOfdUq,431,Perishable,-1,4,5272.94,0.1,5273.04,2319.01,2953.93,3/1/2033
KCWqNpnFhxzLUlnWTCtxhiIiXWxXm,432,Perishable,-1,446,4951.08,0.1,4951.18,587.872,4363.2,1/2/2023
ZIqB,433,Perishable,-1,492,7178.15,0.1,7178.25,1760.35,5417.8,11/10/2028
wlVmADMrs,434,Perishable,-1,683,6213.97,0.1,6214.07,2761.43,3452.54,12/22/2028
KDkPuoBIOZlzMAhOGANtZ,435,Perishable,-1,502,5133.11,0.1,5133.21,1375.58,3757.53,9/6/2029
cnYHtffySddKfuEZukAINEEwkkWbJnt,436,Perishable,-1,485,6405,0.1,6405.1,2440.16,3964.85,2/28/2031
ifVjLAEAKpqiOhRYhwriQOfHHON,437,Perishable,-1,540,7110.13,0.1,7110.23,1796.26,5313.87,6/10/2031
ZIQDfIuDclBjypMEM,438,Perishable,-1,528,9880.99,0.1,9881.09,3018.94,6862.05,9/15/2035
lCYU,439,Perishable,-1,867,1808.42,0.1,1808.52,796.855,1011.57,3/6/2029
LzCLFpvEODDYVUyFtLGA,440,Perishable,-1,197,1159.54,0.1,1159.64,228.65,930.886,5/8/2035
sBThLJmisZB,441,Perishable,-1,209,7780.27,0.1,7780.37,86.5175,7693.75,5/20/2035
dhos,442,Perishable,-1,524,9711.33,0.1,9711.43,2693.88,7017.45,2/23/2032
podvdoCgLnXaTLLitfWlUdHftRAcdna,443,Perishable,-1,793,6035.67,0.1,6035.77,1631.16,4404.51,11/21/2029
GJgErkCrc,444,Perishable,-1,761,3154.2,0.1,3154.3,1184.76,1969.44,1/26/2035
XUj,445,Perishable,-1,104,2001.62,0.1,2001.72,725.967,1275.66,2/10/2028
GDcbiuMWIxiKrYTPAxyOzrvCIN,446,Perishable,-1,983,8229.95,0.1,8230.05,288.823,7941.13,11/10/2024
FUqgvcnCasvsuoEW,447,Perishable,-1,453,7049.96,0.1,7050.06,656.053,6393.91,11/12/2025
mLpysqjxQhvwKEebxTjQnJzoFFnzq,448,Perishable,-1,775,963.447,0.1,963.547,297.65,665.797,5/15/2035
VBIsNUcigbbkzL,449,Perishable,-1,513,4586.76,0.1,4586.86,76.493,4510.26,9/10/2033
k,450,Perishable,-1,793,3704.86,0.1,3704.96,792.314,2912.55,8/6/2025
cyBA,451,Perishable,-1,512,6322.07,0.1,6322.17,1585.78,4736.28,4/26/2028
zRdz,452,Perishable,-1,557,8263.55,0.1,8263.65,389.989,7873.56,5/26/2029
lLycpCdaQJWgrzUzsxpywPnBjLURqtRU,453,Perishable,-1,512,5970.48,0.1,5970.58,800.173,5170.31,11/21/2032
FNfyVyAIbpApKAmHpSOPgHIAuJsh,454,Perishable,-1,825,6886.72,0.1,6886.82,1590.83,5295.89,11/24/2024
BsmCISkrxbVDe,455,Perishable,-1,788,9958.34,0.1,9958.44,2911.53,7046.81,3/27/2034
LyfbAWoeFaFOwWEDaIzLfAYMriosCf,456,Perishable,-1,11,4026.24,0.1,4026.34,1247.88,2778.36,2/24/2025
wSBUElNmXxjeb,457,Perishable,-1,238,4494.93,0.1,4495.03,1969.62,2525.32,7/12/2029
eamVQQbrHrLdrV,458,Perishable,-1,343,7022.78,0.1,7022.88,1627.25,5395.54,10/15/2027
VQFMDHMdBbCXhTgVNGkqREWwnMSNK,459,Perishable,-1,384,2593.75,0.1,2593.85,367.73,2226.02,9/12/2029
TXeVBjXiRpYSIenZrbiXKaCM,460,Perishable,-1,862,2108.58,0.1,2108.68,524.62,1583.96,6/2/2035
uEHDSmtEsAqoLdVEsYMGmSKOvmLwJzu,461,Perishable,-1,655,2099.4,0.1,2099.5,356.567,1742.84,7/22/2029
IJtQfledlwyyaYJfIwBSrsus,462,Perishable,-1,295,2534.61,0.1,2534.71,444.683,2089.93,12/13/2024
UstbXMcAWqTsKCRU,463,Perishable,-1,655,1164.27,0.1,1164.37,251.445,912.822,12/6/2025
bTpH,464,Perishable,-1,869,5157.73,0.1,5157.83,1877.01,3280.73,6/17/2027
cPeWCVM,465,Perishable,-1,654,3765.53,0.1,3765.63,1535.98,2229.55,9/7/2023
Sx,466,Perishable,-1,64,2123.68,0.1,2123.78,275.684,1848,12/5/2030
VKiDOBKTLJAVGdvNuFGpyI,467,Perishable,-1,828,1383.03,0.1,1383.13,33.4784,1349.55,2/23/2032
hgmmQ,468,Perishable,-1,240,3901.03,0.1,3901.13,966.77,2934.26,4/26/2023
XeZlmhtoaMIyLZRxiNIDbIMMvlIZ,469,Perishable,-1,233,2416.32,0.1,2416.42,646.058,1770.27,11/12/2029
BJnHiQllmFGHxJjHWKvgugbUiHzSXCGy,470,Perishable,-1,328,2205.63,0.1,2205.73,263.813,1941.82,11/6/2032
NijVXdfNYFbajw,471,Perishable,-1,855,9736.14,0.1,9736.24,3016.6,6719.54,7/23/2035
eC,472,Perishable,-1,841,5448.09,0.1,5448.19,387.88,5060.21,1/17/2033
eAHcTYWJBIpplixQTriyaqWlDIEDUCtU,473,Perishable,-1,862,8379.66,0.1,8379.76,2252.67,6126.99,4/12/2034
xBZEk,474,Perishable,-1,257,5748.64,0.1,5748.74,2027.65,3720.99,4/15/2023
NBAZOufMLlVDTPfIAFI,475,Perishable,-1,948,5561.46,0.1,5561.56,1264.49,4296.98,9/10/2027
USthLPfKLVkxjgpsTd,476,Perishable,-1,401,217.273,0.1,217.373,74.7963,142.477,3/19/2029
pqAdMxKihJYPUuGqj,477,Perishable,-1,648,8989.09,0.1,8989.19,962.667,8026.42,9/4/2026
veEftGd,478,Perishable,-1,775,823.082,0.1,823.182,221.589,601.493,2/10/2027
mbsuQQJfKJFxedbtxrZXDcvsHatU,479,Perishable,-1,244,799.291,0.1,799.391,251.285,548.006,8/7/2034
RRyXwskrfKXjTPHRLnwon,480,Perishable,-1,259,3527.6,0.1,3527.7,869.959,2657.64,8/20/2032
WxHsAqG,481,Perishable,-1,821,3614,0.1,3614.1,1274.17,2339.83,9/3/2023
iAQVHuPGVlLYjrDTy,482,Perishable,-1,639,470.071,0.1,470.171,28.8252,441.245,9/18/2026
rJjpknxUUjAuVbQlFAUkWfRtzxW,483,Perishable,-1,634,314.402,0.1,314.502,106.368,208.034,12/17/2031
RMBXqrigxao,484,Perishable,-1,170,8605.42,0.1,8605.52,3124.42,5481,6/13/2035
pDHDTYEalzkiYoatCkODAJXIoOTHnw,485,Perishable,-1,839,8664.14,0.1,8664.24,2578.52,6085.63,4/15/2023
ifrIbFzmopEJatjKGHpeLYa,486,Perishable,-1,919,2039.93,0.1,2040.03,890.747,1149.18,9/11/2029
hJGBJsAMhmIwjLyjyRL,487,Perishable,-1,824,3632.48,0.1,3632.58,812.428,2820.05,12/3/2033
qMVlbZxRPCuLdYPbJbfGalrZrUCrp,488,Perishable,-1,464,8950.82,0.1,8950.92,3250.86,5699.96,8/16/2033
PxcEi,489,Perishable,-1,289,4205.26,0.1,4205.36,1809.45,2395.8,1/11/2023
yXKmIKRMrLhAgXmZRIMn,490,Perishable,-1,49,3582.46,0.1,3582.56,751.72,2830.74,10/2/2028
rmufsmOhOZCzVRMee,491,Perishable,-1,632,5904.12,0.1,5904.22,1897.17,4006.95,8/12/2024
xb,492,Perishable,-1,753,7812.24,0.1,7812.34,3626.98,4185.26,8/24/2029
ANYSIfeDerxoBomje,493,Perishable,-1,117,7467.67,0.1,7467.77,1825.3,5642.37,3/23/2029
ehJUWT,494,Perishable,-1,289,0.78035,0.1,0.88035,0.107238,0.673113,12/25/2026
wimsUCfAFkOjnVrtNQwB,495,Perishable,-1,532,3029.54,0.1,3029.64,1012.72,2016.82,10/4/2026
ADuUFRjytHzxmkqrEKWNZYrzMgdgH,496,Perishable,-1,274,4550.75,0.1,4550.85,1557.05,2993.7,3/6/2029
