Name,ID,Category,Sub-Category,Quantity,Sale Price,Tax,Total Price,Buy Cost,Profit,Expiration Date
aAlKguKErJ,373,Perishable,-1,910,2763.62,0.1,3039.98,783.701,1979.92,7/9/2026
aAlbtVYMVYtLg,256,NonPerishable,-1,619,6573.92,0.1,7231.31,2287.81,4286.11,-1
aDcC,561,Perishable,-1,452,66.0468,0.1,72.6515,25.5742,40.4726,11/19/2026
aGteQMipZkXWtFSTHnKtY,285,NonPerishable,-1,441,9808.95,0.1,10789.8,804.09,9004.86,-1
aIGRcCeYiWKwvBIPzFiYSMEhDuZF,534,Perishable,-1,548,5981.28,0.1,6579.41,535.071,5446.21,6/18/2034
aP,160,NonPerishable,-1,713,5846.91,0.1,6431.6,2071.58,3775.33,-1
abPYmQclNiit,406,Perishable,-1,631,6730.87,0.1,7403.96,1582.63,5148.24,4/11/2031
acXTItFSLgOB,361,Perishable,-1,159,4627.22,0.1,5089.94,1410.93,3216.29,5/18/2031
accDkWQSyrvqsXYmEZcdTJIZZKa,234,NonPerishable,-1,79,3903.99,0.1,4294.39,801.917,3102.07,-1
aoNugXUWSRUXbx,159,NonPerishable,-1,535,9815.67,0.1,10797.2,2609.15,7206.52,-1
arMNZVsyZgnXfmMmfbrkhuvMhlBki,384,Perishable,-1,47,4546.04,0.1,5000.64,719.691,3826.35,12/27/2030
aulDve,269,NonPerishable,-1,532,9278.96,0.1,10206.9,2013,7265.96,-1
axrFcsltXMEPkCHSnTbSJDhuxYQb,302,NonPerishable,-1,409,4089.88,0.1,4498.87,342.448,3747.43,-1
azxm,110,NonPerishable,-1,145,5836.33,0.1,6419.96,1315.19,4521.14,-1
b,156,NonPerishable,-1,755,2171.12,0.1,2388.23,418.912,1752.21,-1
bMmzkNbjGoxGZBcEoqa,405,Perishable,-1,744,4840.41,0.1,5324.45,1812.09,3028.32,11/3/2034
bPuQVmLlxDsXrOnX,245,NonPerishable,-1,197,1196.23,0.1,1315.85,597.469,598.761,-1
bTpH,464,Perishable,-1,869,5157.73,0.1,5673.5,1877.01,3280.72,6/17/2027
bdFFSe,280,NonPerishable,-1,497,6875.54,0.1,7563.09,1111.41,5764.13,-1
bhOPmxCJACjxxsTPhTE,106,NonPerishable,-1,611,531.207,0.1,584.328,161.168,370.039,-1
bmohyAmxYMDmCG,203,NonPerishable,-1,516,7438.9,0.1,8182.79,1216.53,6222.37,-1
bukUTRmYNzjpMGzz,259,NonPerishable,-1,369,8030.24,0.1,8833.26,3521.05,4509.19,-1
cFBD,335,NonPerishable,-1,640,4424.12,0.1,4866.53,591.128,3832.99,-1
cMDmeUYNYQJOeBL,222,NonPerishable,-1,727,9410.72,0.1,10351.8,1302.01,8108.71,-1
cMJomeZKglE,593,Perishable,-1,198,5805.39,0.1,6385.93,401.073,5404.32,10/9/2028
cPeWCVM,465,Perishable,-1,654,3765.53,0.1,4142.08,1535.98,2229.55,9/7/2023
cQGsYrNmBH,167,NonPerishable,-1,393,6227.08,0.1,6849.79,2689.9,3537.18,-1
cRnLGGYTVwBhOqN,415,Perishable,-1,254,1748.85,0.1,1923.73,79.9183,1668.93,1/26/2029
ccBZVvqmEy,320,NonPerishable,-1,913,7860.83,0.1,8646.91,1785.98,6074.85,-1
cgRdptZCQpMHjiCZtpQ,242,NonPerishable,-1,792,9143,0.1,10057.3,490.846,8652.15,-1
cnYHtffySddKfuEZukAINEEwkkWbJnt,436,Perishable,-1,485,6405,0.1,7045.5,2440.16,3964.84,2/28/2031
cqiUnzjjrfGiOeHx,254,NonPerishable,-1,632,8159.66,0.1,8975.63,1079.62,7080.04,-1
cwF,151,NonPerishable,-1,318,5349.25,0.1,5884.18,810.151,4539.1,-1
cwHXUAkIPYbCGY,342,NonPerishable,-1,454,7818.45,0.1,8600.3,162.52,7655.93,-1
cxmHqtAYWolNjWsI,150,NonPerishable,-1,111,9029.5,0.1,9932.45,446.939,8582.56,-1
cyBA,451,Perishable,-1,512,6322.07,0.1,6954.28,1585.78,4736.29,4/26/2028
czX,316,NonPerishable,-1,417,3435.92,0.1,3779.51,1591.55,1844.37,-1
d,228,NonPerishable,-1,296,308.234,0.1,339.057,136.6,171.634,-1
dJJItByHjcSKtOuqLw,129,NonPerishable,-1,785,1521.07,0.1,1673.18,94.4823,1426.59,-1
dYHtKAKsVxI,198,NonPerishable,-1,208,6937.12,0.1,7630.83,3112.08,3825.04,-1
dYPROHNhF,519,Perishable,-1,450,7209.56,0.1,7930.52,1862.32,5347.24,10/11/2028
dddbhOwcszPUfLJEd,567,Perishable,-1,368,9173.23,0.1,10090.6,3729.7,5443.53,1/16/2029
dhos,442,Perishable,-1,524,9711.33,0.1,10682.5,2693.88,7017.45,2/23/2032
djkGqMDBlmD,191,NonPerishable,-1,469,6952.55,0.1,7647.81,39.5442,6913.01,-1
dmOEZrj,521,Perishable,-1,477,7440.52,0.1,8184.57,3719.86,3720.66,5/25/2035
dybOETxHUAIfpeprEgwHAdij,531,Perishable,-1,65,6199.4,0.1,6819.34,372.265,5827.13,7/23/2030
eAHcTYWJBIpplixQTriyaqWlDIEDUCtU,473,Perishable,-1,862,8379.66,0.1,9217.63,2252.67,6126.99,4/12/2034
eC,472,Perishable,-1,841,5448.09,0.1,5992.9,387.88,5060.21,1/17/2033
eEBdbcdMNHSLx,237,NonPerishable,-1,431,4861.22,0.1,5347.34,1825.99,3035.23,-1
eKE,338,NonPerishable,-1,732,3007.02,0.1,3307.72,1322.23,1684.79,-1
eLVDppavJrDpGgdVQPVOhkqbLWjeFHr,544,Perishable,-1,815,7119.15,0.1,7831.06,2837.4,4281.75,6/6/2024
eLgEeqJsWsU,523,Perishable,-1,662,1939.59,0.1,2133.55,48.4234,1891.17,4/6/2023
ePogMoZ,114,NonPerishable,-1,158,1092.51,0.1,1201.76,233.379,859.131,-1
eSNpB,363,Perishable,-1,560,4099.87,0.1,4509.86,59.8078,4040.06,6/15/2033
eWwRvqhxCrwSgAsXVKn,101,NonPerishable,-1,975,1198.9,0.1,1318.79,499.159,699.741,-1
eamVQQbrHrLdrV,458,Perishable,-1,343,7022.78,0.1,7725.06,1627.25,5395.53,10/15/2027
ehJUWT,494,Perishable,-1,289,0.78035,0.1,0.858385,0.107238,0.673112,12/25/2026
ekTDcRrjafjcpNwhWkezkdlYq,411,Perishable,-1,604,5488.74,0.1,6037.61,659.458,4829.28,9/26/2026
emSkanpMdHEIaDsqzpUjAedecj,282,NonPerishable,-1,122,6361.51,0.1,6997.66,2566.74,3794.77,-1
erYsVDMSjGwqVx,299,NonPerishable,-1,631,3181.55,0.1,3499.71,597.517,2584.03,-1
fCDTFaxray,268,NonPerishable,-1,499,7613.37,0.1,8374.71,3685.63,3927.74,-1
fIeoJyGs,308,NonPerishable,-1,960,3996.11,0.1,4395.72,918.913,3077.2,-1
fIkMkbuYLEWhlSkBHOFLeewhmy,235,NonPerishable,-1,653,7214.24,0.1,7935.66,1078.16,6136.08,-1
fVpBpNhYszyqJWXJAsGSUKcIRIBSHdD,175,NonPerishable,-1,852,8904.22,0.1,9794.64,1608.09,7296.13,-1
fWNrEmUakxgKYONbCvbGPdAmSmNCoriA,380,Perishable,-1,827,1517.72,0.1,1669.49,305.989,1211.73,5/25/2034
fdgbEgQ,423,Perishable,-1,849,8297.03,0.1,9126.73,1389.08,6907.95,8/26/2026
fgWlsInkkMULQkZOngcOmZXZb,545,Perishable,-1,534,220.792,0.1,242.871,43.0223,177.77,12/9/2029
fkx,162,NonPerishable,-1,350,1360.56,0.1,1496.62,468.565,891.995,-1
ftfUsPQ,283,NonPerishable,-1,324,6382.8,0.1,7021.08,367.355,6015.44,-1
gLBb,257,NonPerishable,-1,997,5064.67,0.1,5571.14,2033.07,3031.6,-1
gOwUgOwQRRstRYjC,139,NonPerishable,-1,295,1171.18,0.1,1288.3,127.314,1043.87,-1
gPjATlWhGSfYvwowtmMVej,350,Perishable,-1,504,2901.48,0.1,3191.63,1197.55,1703.93,1/18/2028
gRSBIfCgQBFSQCi,158,NonPerishable,-1,972,4514.8,0.1,4966.28,986.572,3528.23,-1
gbawymkLhlexwjXpFcZp,418,Perishable,-1,897,5233.14,0.1,5756.45,2558.55,2674.59,3/22/2026
geJPjRzPueIMoPqvZPDM,359,Perishable,-1,607,2980.08,0.1,3278.09,648.841,2331.24,11/19/2028
gePYjXWGnNHFfDxyzHKnKRwcsjaF,208,NonPerishable,-1,916,9123.97,0.1,10036.4,2164.95,6959.02,-1
ggyAyFtdcOEadyChbKvBTtBEC,116,NonPerishable,-1,769,7905.45,0.1,8695.99,1341.14,6564.31,-1
gkmcGSmRzQYAu,543,Perishable,-1,727,2706.67,0.1,2977.34,826.429,1880.24,12/17/2027
gqncoYJulODRrkAHDAVvO,107,NonPerishable,-1,826,4662.14,0.1,5128.35,2042.31,2619.83,-1
gvqPaph,197,NonPerishable,-1,518,8262.38,0.1,9088.62,2453.38,5809,-1
hJGBJsAMhmIwjLyjyRL,487,Perishable,-1,824,3632.48,0.1,3995.73,812.428,2820.05,12/3/2033
hLTXpfXLyzGBZXFWoxq,533,Perishable,-1,563,7977.87,0.1,8775.66,3617.85,4360.02,5/11/2029
hPWkIzbLfHnRb,515,Perishable,-1,687,8701.82,0.1,9572,433.632,8268.19,6/13/2027
hZrSDZr,390,Perishable,-1,637,673.591,0.1,740.95,240.451,433.14,2/6/2032
haPhsbdgQyWBtwTQLeEiFiH,502,Perishable,-1,156,2868.94,0.1,3155.83,195.301,2673.64,6/19/2029
hgmmQ,468,Perishable,-1,240,3901.03,0.1,4291.13,966.77,2934.26,4/26/2023
hhZcoTgduaQWcbo,290,NonPerishable,-1,233,96.3816,0.1,106.02,2.04057,94.341,-1
hnqwOUUsxaEEAnGttngU,125,NonPerishable,-1,142,4239.83,0.1,4663.81,1616.59,2623.24,-1
hqu,136,NonPerishable,-1,714,8816.37,0.1,9698.01,4099.81,4716.56,-1
hsxCdIbUoOodZOjutOqVA,190,NonPerishable,-1,380,4717.41,0.1,5189.15,1301.18,3416.23,-1
hzQfgQG,592,Perishable,-1,597,4476.78,0.1,4924.46,2114.32,2362.46,3/12/2028
iAQVHuPGVlLYjrDTy,482,Perishable,-1,639,470.071,0.1,517.078,28.8252,441.246,9/18/2026
iGOsNxZSlKFJrCUQiIzHFAW,170,NonPerishable,-1,876,6145.26,0.1,6759.79,1926.68,4218.58,-1
ifVjLAEAKpqiOhRYhwriQOfHHON,437,Perishable,-1,540,7110.13,0.1,7821.14,1796.26,5313.87,6/10/2031
ifrIbFzmopEJatjKGHpeLYa,486,Perishable,-1,919,2039.93,0.1,2243.92,890.747,1149.18,9/11/2029
immnjDOBY,161,NonPerishable,-1,447,9025.52,0.1,9928.07,2291.81,6733.71,-1
iq,550,Perishable,-1,983,3443.76,0.1,3788.14,835.607,2608.15,7/23/2032
iqNURX,281,NonPerishable,-1,830,3879.57,0.1,4267.53,512.481,3367.09,-1
jCkRJlVJY,251,NonPerishable,-1,306,8493.68,0.1,9343.05,622.01,7871.67,-1
jHiavoHYDrHtYoFmSTapgZIvSeFbdroM,164,NonPerishable,-1,19,6753.88,0.1,7429.27,3242.62,3511.26,-1
jNIFWEkPNwNroGIgEUJzpHcoocbReZ,252,NonPerishable,-1,965,4728.91,0.1,5201.8,2281.2,2447.71,-1
jRnnxQcuxghhFPylEgKVjfz,148,NonPerishable,-1,555,836.648,0.1,920.313,176.625,660.023,-1
jSIVKcQNjpDwRHAI,525,Perishable,-1,385,9094.28,0.1,10003.7,984.452,8109.83,2/27/2024
jVtwaVLC,173,NonPerishable,-1,956,7917.45,0.1,8709.19,214.509,7702.94,-1
jcoHSgtGfXWYlOsMMCP,211,NonPerishable,-1,390,2085.96,0.1,2294.56,398.039,1687.92,-1
jfLIorkZABOArTmKMDtZnv,248,NonPerishable,-1,116,8075.34,0.1,8882.87,1440.64,6634.7,-1
jmX,288,NonPerishable,-1,358,1356.22,0.1,1491.84,487.607,868.613,-1
jqbxstV,231,NonPerishable,-1,777,3618.24,0.1,3980.06,452.642,3165.6,-1
jsEwnCBNdXxGAVlqp,557,Perishable,-1,348,7148.04,0.1,7862.84,659.873,6488.17,3/13/2024
jxcaGlreNKQawgprTwPoMOlaByvH,386,Perishable,-1,659,8087.49,0.1,8896.24,1957.8,6129.69,5/2/2029
k,450,Perishable,-1,793,3704.86,0.1,4075.35,792.314,2912.55,8/6/2025
kLvgldS,412,Perishable,-1,953,9511.45,0.1,10462.6,1029.6,8481.85,12/26/2035
kMXyv,364,Perishable,-1,303,6991.26,0.1,7690.39,2791.66,4199.6,4/28/2035
kRrvNzEjSEYKHEIzKtJONIzKSj,307,NonPerishable,-1,537,5455.67,0.1,6001.24,2125.49,3330.18,-1
kWgGHATfHyQnC,574,Perishable,-1,376,3667.56,0.1,4034.32,1031.57,2635.99,8/3/2033
keJIhyXfV,296,NonPerishable,-1,278,2378.46,0.1,2616.31,250.659,2127.8,-1
kghAulryOD,333,NonPerishable,-1,223,9161.14,0.1,10077.3,2956.24,6204.9,-1
kx,527,Perishable,-1,208,2557.49,0.1,2813.24,1011.65,1545.84,6/12/2023
kxQnlJSGxAbORMglFXyinCtyzJX,528,Perishable,-1,73,4467.34,0.1,4914.07,2058.28,2409.06,4/22/2025
kyPRCdPJxdgZgsdDuzAnFUscBUbO,383,Perishable,-1,164,361.465,0.1,397.611,38.0684,323.397,6/3/2025
kycpRUrohCrg,262,NonPerishable,-1,382,5314.9,0.1,5846.39,1915.43,3399.47,-1
l,538,Perishable,-1,784,1928.09,0.1,2120.9,731.639,1196.45,7/15/2027
lCYU,439,Perishable,-1,867,1808.42,0.1,1989.26,796.855,1011.57,3/6/2029
lIFPynXKzskSLHgRcHGnysn,181,NonPerishable,-1,575,7590.25,0.1,8349.27,676.255,6913.99,-1
lLycpCdaQJWgrzUzsxpywPnBjLURqtRU,453,Perishable,-1,512,5970.48,0.1,6567.53,800.173,5170.31,11/21/2032
lOQhXPU,403,Perishable,-1,946,8045.1,0.1,8849.61,3149.51,4895.59,4/15/2033
lRQhaGjTiukSSrSAmWLLDdIxk,196,NonPerishable,-1,14,1199.66,0.1,1319.63,183.268,1016.39,-1
lRUVNGrsTopeTwFhxhT,301,NonPerishable,-1,413,2690.75,0.1,2959.82,964.873,1725.88,-1
lSGAONK,343,NonPerishable,-1,687,6437.33,0.1,7081.06,1858.56,4578.77,-1
lUYyZRh,549,Perishable,-1,160,687.502,0.1,756.252,224.56,462.942,2/28/2024
lWgbcEJLgUepWH,345,NonPerishable,-1,820,5464.92,0.1,6011.41,453.528,5011.39,-1
ldRsQFRCLagEIfLhMJtjFkVCg,537,Perishable,-1,679,9390.18,0.1,10329.2,504.174,8886.01,10/10/2028
lgOC,334,NonPerishable,-1,276,1443.99,0.1,1588.39,150.276,1293.71,-1
luzdHfeIP,357,Perishable,-1,45,5690.27,0.1,6259.3,2357.77,3332.5,2/3/2024
m,416,Perishable,-1,235,1510.97,0.1,1662.07,329.82,1181.15,9/26/2026
mCK,595,Perishable,-1,464,5220.47,0.1,5742.52,637.271,4583.2,1/8/2034
mHhyuqmRnPq,287,NonPerishable,-1,208,2063.18,0.1,2269.5,225.48,1837.7,-1
mKedCTjVmjMJqwYkwfHFOw,192,NonPerishable,-1,372,2917.99,0.1,3209.79,1364.37,1553.62,-1
mLpysqjxQhvwKEebxTjQnJzoFFnzq,448,Perishable,-1,775,963.447,0.1,1059.79,297.65,665.797,5/15/2035
mNHPRGsvXedOqArikkJIP,395,Perishable,-1,994,9226.76,0.1,10149.4,2438.39,6788.37,8/9/2023
mSKkEEEsgOty,261,NonPerishable,-1,109,5366.83,0.1,5903.51,619.813,4747.02,-1
mWMIz,417,Perishable,-1,881,9588.06,0.1,10546.9,1295.08,8292.98,11/22/2033
mZIyywPKqwrLKMHRVfFeiBzkvm,354,Perishable,-1,689,4748.84,0.1,5223.72,1937.52,2811.32,6/2/2033
mbsuQQJfKJFxedbtxrZXDcvsHatU,479,Perishable,-1,244,799.291,0.1,879.22,251.285,548.006,8/7/2034
mi,358,Perishable,-1,31,5853.71,0.1,6439.08,2063.66,3790.05,6/13/2033
mixaoMnKrMySaThUh,230,NonPerishable,-1,116,1764.44,0.1,1940.88,248.882,1515.56,-1
mkMVxUDiPFxkTYAudvzgzKB,258,NonPerishable,-1,980,7760.13,0.1,8536.14,1374,6386.13,-1
mtVIbfSCdAxzCpAgqt,229,NonPerishable,-1,448,9809.53,0.1,10790.5,3507.62,6301.91,-1
mxHBaCkOsEkXzsZNWzKZbq,117,NonPerishable,-1,12,3630.46,0.1,3993.51,1206.77,2423.69,-1
n,572,Perishable,-1,704,543.465,0.1,597.812,15.0946,528.37,6/3/2027
nFXmqTbr,312,NonPerishable,-1,293,7456.98,0.1,8202.68,3440.84,4016.14,-1
nHZijhvVqwBPlyzA,306,NonPerishable,-1,735,8202.24,0.1,9022.46,2452.3,5749.94,-1
nJlnCuCzJJtFqOExTeHanBDTbN,591,Perishable,-1,425,7259.96,0.1,7985.96,1024.57,6235.39,8/20/2035
nTyRpaVUWpJNowcluu,499,Perishable,-1,981,8564.54,0.1,9420.99,229.545,8335,7/10/2034
nVpBgGBQx,314,NonPerishable,-1,203,4680.92,0.1,5149.01,1971.59,2709.33,-1
ngJmHmaQNejWZUprqjfCjMhBflj,347,NonPerishable,-1,556,6849.79,0.1,7534.77,1486.37,5363.42,-1
nhubcyfmlT,507,Perishable,-1,944,4216.64,0.1,4638.3,493.95,3722.69,10/22/2028
niRMstFUhBFl,169,NonPerishable,-1,11,2649.68,0.1,2914.65,208.133,2441.55,-1
nldFChGheYhCGOFNlyeHJHlHrp,422,Perishable,-1,494,2638.74,0.1,2902.61,679.924,1958.82,3/4/2034
nqezn,599,Perishable,-1,665,7077,0.1,7784.7,3156.93,3920.07,5/19/2034
oLTTvxhOpYyeYJU,284,NonPerishable,-1,214,7398.39,0.1,8138.23,2863.94,4534.45,-1
oMcJCVNAZGSXB,163,NonPerishable,-1,197,2083.33,0.1,2291.66,354.835,1728.49,-1
oPcjyWfIIC,274,NonPerishable,-1,310,1821.57,0.1,2003.73,665.501,1156.07,-1
oTFzgzQPqjvldVuAntbjpmzNd,564,Perishable,-1,43,8199.76,0.1,9019.74,2286.91,5912.85,12/4/2028
oTgZUwxOdYJkEOVbkwEkjoFasSHllMM,429,Perishable,-1,483,724.555,0.1,797.01,358.026,366.529,10/1/2033
oXBsNOlxYI,212,NonPerishable,-1,699,7151.6,0.1,7866.76,1452.37,5699.23,-1
oewTIbaJnDySkvDXJdyuuifshpaRcv,497,Perishable,-1,462,4155.03,0.1,4570.53,1683.01,2472.02,7/7/2034
ojxYENpB,553,Perishable,-1,203,6036.92,0.1,6640.61,2300.18,3736.74,10/6/2028
p,597,Perishable,-1,370,8012.04,0.1,8813.24,742.654,7269.39,4/23/2024
pBYaCBaOnW,130,NonPerishable,-1,346,8263.88,0.1,9090.27,2416.71,5847.17,-1
pBZzanmdPaXoonpfXkib,166,NonPerishable,-1,120,6559.73,0.1,7215.7,1766.45,4793.28,-1
pDHDTYEalzkiYoatCkODAJXIoOTHnw,485,Perishable,-1,839,8664.14,0.1,9530.55,2578.52,6085.62,4/15/2023
pYXjppYnxH,546,Perishable,-1,257,4562.01,0.1,5018.21,703.923,3858.09,5/26/2029
pdzIAsVMqOuxadrYjPYTRpDoPtW,103,NonPerishable,-1,921,6498.5,0.1,7148.35,882.327,5616.17,-1
pebWLVUCKchFahfgjLvzWomQf,277,NonPerishable,-1,136,7406.76,0.1,8147.44,3593.01,3813.75,-1
pfVvmkqCauBnGxExa,517,Perishable,-1,914,5705.59,0.1,6276.15,2447.78,3257.81,11/22/2030
pgyOrPglUqEUiYMVapwopLCkoy,112,NonPerishable,-1,1,1345.74,0.1,1480.31,483.799,861.941,-1
podvdoCgLnXaTLLitfWlUdHftRAcdna,443,Perishable,-1,793,6035.67,0.1,6639.24,1631.16,4404.51,11/21/2029
pqAdMxKihJYPUuGqj,477,Perishable,-1,648,8989.09,0.1,9888,962.667,8026.42,9/4/2026
prDlJJKcqECeYBSuVwXeHi,295,NonPerishable,-1,841,3948.69,0.1,4343.56,1713.98,2234.71,-1
q,319,NonPerishable,-1,999,9829.39,0.1,10812.3,2481.62,7347.77,-1
qFZikTNnaYEwFohijxyFkZBw,315,NonPerishable,-1,196,7600.06,0.1,8360.07,2183.13,5416.93,-1
qIXVO,381,Perishable,-1,918,1262.82,0.1,1389.1,422.169,840.651,3/12/2033
qLTBiAxYaZWrWOv,310,NonPerishable,-1,650,1830.74,0.1,2013.81,245.46,1585.28,-1
qMVlbZxRPCuLdYPbJbfGalrZrUCrp,488,Perishable,-1,464,8950.82,0.1,9845.9,3250.86,5699.96,8/16/2033
qOxRnBismknCjtqnDTprANEGDTDpCgHp,200,NonPerishable,-1,727,2620.71,0.1,2882.78,376.044,2244.67,-1
qVPokCrAjFZgTlZTfHgWPfKmWhm,389,Perishable,-1,189,9847.11,0.1,10831.8,366.167,9480.94,9/11/2035
qYgmrllTxDXKAr,407,Perishable,-1,63,7604.21,0.1,8364.63,2342.42,5261.79,5/16/2026
qniutc,115,NonPerishable,-1,536,5251.72,0.1,5776.89,2511.06,2740.66,-1
qvRPk,408,Perishable,-1,949,5108.53,0.1,5619.38,285.096,4823.43,9/26/2024
qyNlScqaYusckzIkDronetyJIrOIwuq,392,Perishable,-1,10,229.016,0.1,251.918,86.3293,142.687,4/10/2032
rFPldGopWzaTFr,542,Perishable,-1,780,8186.19,0.1,9004.81,124.557,8061.63,6/28/2031
rJjpknxUUjAuVbQlFAUkWfRtzxW,483,Perishable,-1,634,314.402,0.1,345.842,106.368,208.034,12/17/2031
rQWNqwrZQsTiUKGGJIm,244,NonPerishable,-1,456,8528.75,0.1,9381.62,11.6636,8517.09,-1
rUkcEHFlR,171,NonPerishable,-1,932,4990.11,0.1,5489.12,530.691,4459.42,-1
rXUZaxVOERejoM,255,NonPerishable,-1,367,4010.99,0.1,4412.09,1453.94,2557.05,-1
rZlQxtgkuYqRndqDcecictUWF,554,Perishable,-1,326,6446.32,0.1,7090.95,2236.08,4210.24,9/18/2035
rmufsmOhOZCzVRMee,491,Perishable,-1,632,5904.12,0.1,6494.53,1897.17,4006.95,8/12/2024
ruIwYVbUjNVBz,424,Perishable,-1,619,9879.91,0.1,10867.9,4214.88,5665.03,1/26/2023
sBPUQdubTp,227,NonPerishable,-1,978,594.427,0.1,653.87,175.082,419.345,-1
sBThLJmisZB,441,Perishable,-1,209,7780.27,0.1,8558.3,86.5175,7693.75,5/20/2035
sCIzeVuYWtdnEDpP,185,NonPerishable,-1,619,2406.38,0.1,2647.02,1134.37,1272.01,-1
sHmbEyyjftInAXyvCB,578,Perishable,-1,148,6883.94,0.1,7572.33,805.702,6078.24,2/18/2030
sLovRMg,100,NonPerishable,-1,897,2848.13,0.1,3132.94,199.378,2648.75,-1
sioaCuXrCkhTHToUlGjefSWLuw,584,Perishable,-1,123,6170.75,0.1,6787.82,512.172,5658.58,10/18/2026
srLLJYBNMJBYIVcXoaRxPulHBzdedznO,410,Perishable,-1,571,8792.82,0.1,9672.1,728.439,8064.38,11/26/2034
suPbjpfOyaNEzrX,552,Perishable,-1,976,2207.7,0.1,2428.47,7.72123,2199.98,2/6/2032
tFFVjxmPwijTJIoqICgJYJIrv,109,NonPerishable,-1,946,1330.86,0.1,1463.95,638.767,692.093,-1
tHLEYyowPIcJEztQcfvdR,339,NonPerishable,-1,251,7123.07,0.1,7835.38,275.72,6847.35,-1
tPTCOfr,340,NonPerishable,-1,315,7280.23,0.1,8008.25,3504.74,3775.49,-1
ttTBwzACphEPVHkXzLz,263,NonPerishable,-1,711,4153.33,0.1,4568.66,1777.25,2376.08,-1
tvvuSeVjQJefgU,352,Perishable,-1,433,7898.8,0.1,8688.68,1347.35,6551.45,8/5/2035
tzXkNRvcpn,399,Perishable,-1,571,5438,0.1,5981.8,1160.69,4277.31,2/23/2033
uAdWofU,322,NonPerishable,-1,922,2172.83,0.1,2390.11,713.508,1459.32,-1
uEHDSmtEsAqoLdVEsYMGmSKOvmLwJzu,461,Perishable,-1,655,2099.4,0.1,2309.34,356.567,1742.83,7/22/2029
uQgVJjyHIjopOmAczEV,371,Perishable,-1,983,2577.3,0.1,2835.03,720.982,1856.32,4/23/2035
uXvepEUfUlfIDwoUuz,131,NonPerishable,-1,130,1445.56,0.1,1590.12,452.26,993.3,-1
uyLmZobzPfULkSfiipTXpPGtnSVfAIqA,503,Perishable,-1,963,8561.08,0.1,9417.19,2549.56,6011.52,1/11/2023
vCpuVpzPkHYAtltiRwOFFHcFwJDBBZ,518,Perishable,-1,733,793.31,0.1,872.641,257.425,535.885,6/8/2035
vFWEldjqoTHwcPWbvUZ,365,Perishable,-1,673,1302.64,0.1,1432.9,460.966,841.674,7/19/2027
vIDllLRnCTMHmRSppUOBzKtjb,394,Perishable,-1,117,244.837,0.1,269.321,61.986,182.851,1/21/2030
vNolWaJvNyHsNaTJkoNHohItEonJ,374,Perishable,-1,425,6895.67,0.1,7585.24,1625.15,5270.52,6/13/2029
veEftGd,478,Perishable,-1,775,823.082,0.1,905.39,221.589,601.493,2/10/2027
vnuVrmbfiGGEiCFQJTjqflaxmjEIfT,585,Perishable,-1,679,4371.93,0.1,4809.12,1408.49,2963.44,6/27/2033
voamwHWCEuABSMYjClyvFmKtvoNo,236,NonPerishable,-1,85,1508.37,0.1,1659.21,679.469,828.901,-1
wMwzzsBODGTzQcI,303,NonPerishable,-1,111,323.748,0.1,356.123,109.235,214.513,-1
wPLCK,238,NonPerishable,-1,721,7720.8,0.1,8492.88,2454.19,5266.61,-1
wPnIZHRiL,122,NonPerishable,-1,538,5254.21,0.1,5779.63,2215.21,3039,-1
wSBUElNmXxjeb,457,Perishable,-1,238,4494.93,0.1,4944.42,1969.62,2525.31,7/12/2029
wbLRoJjfwdEvGYlDzjwXOXrD,186,NonPerishable,-1,695,7111.94,0.1,7823.13,496.409,6615.53,-1
whIMTsWMnewIxCJrPpJJxTaICyiywj,224,NonPerishable,-1,168,2219.8,0.1,2441.78,799.973,1419.83,-1
wimsUCfAFkOjnVrtNQwB,495,Perishable,-1,532,3029.54,0.1,3332.49,1012.72,2016.82,10/4/2026
wlVmADMrs,434,Perishable,-1,683,6213.97,0.1,6835.37,2761.43,3452.54,12/22/2028
xBZEk,474,Perishable,-1,257,5748.64,0.1,6323.5,2027.65,3720.99,4/15/2023
xDRFaoGpXmAVXwMmPkbsQENkrLOvWD,121,NonPerishable,-1,864,8850.13,0.1,9735.14,2822.54,6027.59,-1
xJhksexcrDmTjHvkIUqUPsi,152,NonPerishable,-1,139,9354.06,0.1,10289.5,152.931,9201.13,-1
xScDnkhHlTRjWUgJznQHPE,292,NonPerishable,-1,538,4406.71,0.1,4847.38,1521.15,2885.56,-1
xUbjSINglVxVLYfMNxOPLF,331,NonPerishable,-1,168,2624.8,0.1,2887.28,515.103,2109.7,-1
xb,492,Perishable,-1,753,7812.24,0.1,8593.46,3626.98,4185.26,8/24/2029
yCLXtbjKUd,393,Perishable,-1,764,4572.17,0.1,5029.39,651.808,3920.36,7/11/2029
yCghNBTcqtb,119,NonPerishable,-1,575,7836.73,0.1,8620.4,3279.24,4557.49,-1
yXKmIKRMrLhAgXmZRIMn,490,Perishable,-1,49,3582.46,0.1,3940.71,751.72,2830.74,10/2/2028
yXwqVzW,189,NonPerishable,-1,288,3379.92,0.1,3717.91,429.65,2950.27,-1
yaquwvbcDtwVRMRTaKDPkjTsKvnnqd,588,Perishable,-1,891,4978.9,0.1,5476.79,934.97,4043.93,7/22/2031
ycOdmMjzSVCWNrnuo,598,Perishable,-1,20,1221.96,0.1,1344.16,156.633,1065.33,7/24/2033
